"Mode : 1 - Takoyaki AM, 2 - Sheet pAM, 3 - 3D xAM",,,,,,,,,,
,,,,,,,,,,
Z axis,,,,X axis,,,,Y axis,,
FWHM (mm),Mode,Phantom,,FWHM,Mode,Phantom,,FWHM,Mode,Phantom
0.065065403,2,1,,,,,,,,
0.094277101,2,1,,,,,,,,
0.048722139,2,1,,,,,,,,
0.075167419,2,1,,,,,,,,
0.124257986,2,1,,,,,,,,
0.064526036,2,1,,,,,,,,
0.055078292,2,1,,,,,,,,
0.099038154,2,1,,,,,,,,
0.064533467,2,1,,,,,,,,
0.082546788,2,1,,,,,,,,
0.072152418,2,1,,,,,,,,
0.05783131,2,1,,,,,,,,
0.11365359,2,1,,,,,,,,
0.091882934,3,1,,,,,,,,
0.106954334,3,1,,,,,,,,
0.118586474,3,1,,,,,,,,
0.078750665,3,1,,,,,,,,
0.08990301,3,1,,,,,,,,
0.070413248,3,1,,,,,,,,
0.072503036,3,1,,,,,,,,
0.087418042,3,1,,,,,,,,
0.073882984,3,1,,,,,,,,
0.079225156,3,1,,,,,,,,
0.106966489,3,1,,,,,,,,
0.085120973,3,1,,,,,,,,
0.210472977,3,1,,,,,,,,
0.086667199,3,1,,,,,,,,
0.079533079,3,1,,,,,,,,
0.082446941,3,1,,,,,,,,
0.077528644,3,1,,,,,,,,
0.146114063,3,1,,,,,,,,
0.106642789,3,1,,,,,,,,
0.062833128,3,1,,,,,,,,
0.159719497,3,1,,,,,,,,
0.173292769,3,1,,,,,,,,
0.102183802,3,1,,,,,,,,
0.112926104,3,1,,,,,,,,
0.137667075,3,1,,,,,,,,
0.098550551,3,1,,,,,,,,
0.067681187,3,1,,,,,,,,
0.099263976,3,1,,,,,,,,
0.065592166,3,1,,,,,,,,
0.097714826,3,1,,,,,,,,
0.108289467,3,1,,,,,,,,
0.080758139,3,1,,,,,,,,
0.131937028,3,1,,,,,,,,
0.157389544,3,1,,,,,,,,
0.096688999,3,1,,,,,,,,
0.090989022,3,1,,,,,,,,
0.095244817,3,1,,,,,,,,
0.192821061,3,1,,,,,,,,
0.143726352,3,1,,,,,,,,
0.058342552,3,1,,,,,,,,
0.160065969,3,1,,,,,,,,
0.072327088,3,1,,,,,,,,
0.087740866,3,1,,,,,,,,
0.091136456,3,1,,,,,,,,
0.079065024,3,1,,,,,,,,
0.087378745,3,1,,,,,,,,
0.073071758,3,1,,,,,,,,
0.129734731,3,1,,,,,,,,
0.114360267,3,1,,,,,,,,
0.060443333,3,1,,,,,,,,
0.155418061,3,1,,,,,,,,
0.096217748,3,1,,,,,,,,
0.113740206,3,1,,,,,,,,
0.071195149,3,1,,,,,,,,
0.088643803,3,1,,,,,,,,
0.069046809,3,1,,,,,,,,
0.091544421,3,1,,,,,,,,
0.074168583,3,1,,,,,,,,
0.12916618,3,1,,,,,,,,
0.076886264,3,1,,,,,,,,
0.115522541,3,1,,,,,,,,
0.083782879,3,1,,,,,,,,
0.079935107,3,1,,,,,,,,
0.048402302,3,1,,,,,,,,
0.069912492,3,1,,,,,,,,
0.115554303,3,1,,,,,,,,
0.129880724,3,1,,,,,,,,
0.141829985,3,1,,,,,,,,
0.064294127,3,1,,,,,,,,
0.072186706,3,1,,,,,,,,
0.138457213,3,1,,,,,,,,
0.076645486,3,1,,,,,,,,
0.106147803,3,1,,,,,,,,
0.083686307,3,1,,,,,,,,
0.113880651,3,1,,,,,,,,
0.075064711,3,1,,,,,,,,
0.075231052,3,1,,,,,,,,
0.119278441,3,1,,,,,,,,
0.08678851,3,1,,,,,,,,
0.125227787,3,1,,,,,,,,
0.098072163,3,1,,,,,,,,
0.061357805,3,1,,,,,,,,
0.144733864,3,1,,,,,,,,
0.067150208,3,1,,,,,,,,
0.066704694,3,1,,,,,,,,
0.131371924,3,1,,,,,,,,
0.396619413,3,1,,,,,,,,
0.060954423,3,1,,,,,,,,
0.101264526,3,1,,,,,,,,
0.070675035,3,1,,,,,,,,
0.123077958,3,1,,,,,,,,
0.09357672,3,1,,,,,,,,
0.061503822,3,1,,,,,,,,
0.069461403,3,1,,,,,,,,
0.112214105,3,1,,,,,,,,
0.073864956,3,1,,,,,,,,
0.156474298,3,1,,,,,,,,
0.094443365,3,1,,,,,,,,
0.116158149,3,1,,,,,,,,
0.086927621,3,1,,,,,,,,
0.063822243,3,1,,,,,,,,
0.1102893,3,1,,,,,,,,
0.111140235,3,1,,,,,,,,
0.080165377,3,1,,,,,,,,
0.188119197,3,1,,,,,,,,
0.132174368,3,1,,,,,,,,
0.108289554,3,1,,,,,,,,
0.083307592,3,1,,,,,,,,
0.063827325,3,1,,,,,,,,
0.116677297,3,1,,,,,,,,
0.140030518,3,1,,,,,,,,
0.120644856,3,1,,,,,,,,
0.068095691,3,1,,,,,,,,
0.16044747,3,1,,,,,,,,
0.129055541,3,1,,,,,,,,
0.111049738,3,1,,,,,,,,
0.087220684,3,1,,,,,,,,
0.079520114,3,1,,,,,,,,
0.067282265,3,1,,,,,,,,
0.166368101,3,1,,,,,,,,
0.166774171,3,1,,,,,,,,
0.067047802,3,1,,,,,,,,
0.104703152,3,1,,,,,,,,
0.102961206,3,1,,,,,,,,
0.136371434,3,1,,,,,,,,
0.091214939,3,1,,,,,,,,
0.070410044,3,1,,,,,,,,
0.120560635,3,1,,,,,,,,
0.099286832,3,1,,,,,,,,
0.106348563,3,1,,,,,,,,
0.12623443,3,1,,,,,,,,
0.088814718,3,1,,,,,,,,
0.079147016,3,1,,,,,,,,
0.142112686,3,1,,,,,,,,
0.074629855,3,1,,,,,,,,
0.092085709,3,1,,,,,,,,
0.088407804,3,1,,,,,,,,
0.185251624,3,1,,,,,,,,
0.09440123,3,1,,,,,,,,
0.097596632,3,1,,,,,,,,
0.141484315,3,1,,,,,,,,
0.076815645,3,1,,,,,,,,
0.083309037,3,1,,,,,,,,
0.100182706,3,1,,,,,,,,
0.059495373,3,1,,,,,,,,
0.304025661,3,1,,,,,,,,
0.090490564,3,1,,,,,,,,
0.130396975,3,1,,,,,,,,
0.074620299,3,1,,,,,,,,
0.145243239,3,1,,,,,,,,
0.096940945,3,1,,,,,,,,
0.084148621,3,1,,,,,,,,
0.076594701,3,1,,,,,,,,
0.091709939,3,1,,,,,,,,
0.109633114,3,1,,,,,,,,
0.060907787,3,1,,,,,,,,
0.127595387,3,1,,,,,,,,
0.135016998,3,1,,,,,,,,
0.094196661,3,1,,,,,,,,
0.118563615,3,1,,,,,,,,
0.104802703,3,1,,,,,,,,
0.130217091,3,1,,,,,,,,
0.112070331,3,1,,,,,,,,
0.089391034,3,1,,,,,,,,
0.102378888,3,1,,,,,,,,
0.093953754,3,1,,,,,,,,
0.157198035,3,1,,,,,,,,
0.107990489,3,1,,,,,,,,
0.11220551,3,1,,,,,,,,
0.109385928,3,1,,,,,,,,
0.071315503,3,1,,,,,,,,
0.076231209,3,1,,,,,,,,
0.114835899,3,1,,,,,,,,
0.077221079,3,1,,,,,,,,
0.231040952,3,1,,,,,,,,
0.093604833,3,1,,,,,,,,
0.079602398,3,1,,,,,,,,
0.059276376,3,1,,,,,,,,
0.062253513,3,1,,,,,,,,
0.135345142,3,1,,,,,,,,
0.136739874,3,1,,,,,,,,
0.057175274,3,1,,,,,,,,
0.102114828,3,1,,,,,,,,
0.107644042,3,1,,,,,,,,
0.129691166,3,1,,,,,,,,
0.095085624,3,1,,,,,,,,
0.118816377,3,1,,,,,,,,
0.085502594,3,1,,,,,,,,
0.064882279,3,1,,,,,,,,
0.09549329,3,1,,,,,,,,
0.083477904,3,1,,,,,,,,
0.071602662,3,1,,,,,,,,
0.104944034,3,1,,,,,,,,
0.075211787,3,1,,,,,,,,
0.081522188,3,1,,,,,,,,
0.100371073,3,1,,,,,,,,
0.082818528,3,1,,,,,,,,
0.105885439,3,1,,,,,,,,
0.095775102,3,1,,,,,,,,
0.100827088,3,1,,,,,,,,
0.121760488,3,1,,,,,,,,
0.073944845,3,1,,,,,,,,
0.116469931,3,1,,,,,,,,
0.079477312,3,1,,,,,,,,
0.046393183,3,1,,,,,,,,
0.102597654,3,1,,,,,,,,
0.077350749,3,1,,,,,,,,
0.16701344,3,1,,,,,,,,
0.093277974,3,1,,,,,,,,
0.095559193,3,1,,,,,,,,
0.085771961,3,1,,,,,,,,
0.076972837,3,1,,,,,,,,
0.09226965,3,1,,,,,,,,
0.07773231,3,1,,,,,,,,
0.099312266,3,1,,,,,,,,
0.103598277,3,1,,,,,,,,
0.101630221,3,1,,,,,,,,
0.092213956,3,1,,,,,,,,
0.084980871,3,1,,,,,,,,
0.127684587,3,1,,,,,,,,
0.090033569,3,1,,,,,,,,
0.109072403,3,1,,,,,,,,
0.152805749,3,1,,,,,,,,
0.077870046,3,1,,,,,,,,
0.108893603,3,1,,,,,,,,
0.089757251,3,1,,,,,,,,
0.163551933,3,1,,,,,,,,
0.075714575,3,1,,,,,,,,
0.106440624,3,1,,,,,,,,
0.130332176,3,1,,,,,,,,
0.084806245,3,1,,,,,,,,
0.099087715,3,1,,,,,,,,
0.162775869,3,1,,,,,,,,
0.176945887,3,1,,,,,,,,
0.079824964,3,1,,,,,,,,
0.111174788,3,1,,,,,,,,
0.08111646,3,1,,,,,,,,
0.141989137,3,1,,,,,,,,
0.074771781,3,1,,,,,,,,
0.086827676,3,1,,,,,,,,
0.070665043,3,1,,,,,,,,
0.075412448,3,1,,,,,,,,
0.093854444,3,1,,,,,,,,
0.111982366,3,1,,,,,,,,
0.107538102,3,1,,,,,,,,
0.112976817,3,1,,,,,,,,
0.155057347,3,1,,,,,,,,
0.097804333,3,1,,,,,,,,
0.0794245,3,1,,,,,,,,
0.141276974,3,1,,,,,,,,
0.091592904,3,1,,,,,,,,
0.106372734,3,1,,,,,,,,
0.101282417,3,1,,,,,,,,
0.109763422,3,1,,,,,,,,
0.086784801,3,1,,,,,,,,
0.105954009,3,1,,,,,,,,
0.097851417,3,1,,,,,,,,
0.066234222,3,1,,,,,,,,
0.126119459,3,1,,,,,,,,
0.095545243,3,1,,,,,,,,
0.097224851,3,1,,,,,,,,
0.128231319,3,1,,,,,,,,
0.109322585,3,1,,,,,,,,
0.152649784,3,1,,,,,,,,
0.093436483,3,1,,,,,,,,
0.14730742,3,1,,,,,,,,
0.07952268,3,1,,,,,,,,
0.112314632,3,1,,,,,,,,
0.085220569,3,1,,,,,,,,
0.087388596,3,1,,,,,,,,
0.098820457,3,1,,,,,,,,
0.091928417,3,1,,,,,,,,
0.086242642,3,1,,,,,,,,
0.088125026,3,1,,,,,,,,
0.095826827,3,1,,,,,,,,
0.096186066,3,1,,,,,,,,
0.093838762,3,1,,,,,,,,
0.163880874,3,1,,,,,,,,
0.126708072,3,1,,,,,,,,
0.105420133,3,1,,,,,,,,
0.080156997,3,1,,,,,,,,
0.081296434,3,1,,,,,,,,
0.13326956,3,1,,,,,,,,
0.106179086,3,1,,,,,,,,
0.119242134,3,1,,,,,,,,
0.111667038,3,1,,,,,,,,
0.095750386,3,1,,,,,,,,
0.09859438,3,1,,,,,,,,
0.111207178,3,1,,,,,,,,
0.091600027,3,1,,,,,,,,
0.094360248,3,1,,,,,,,,
0.081053965,3,1,,,,,,,,
0.075677088,3,1,,,,,,,,
0.102377947,3,1,,,,,,,,
0.090812394,3,1,,,,,,,,
0.095289667,3,1,,,,,,,,
0.076250058,3,1,,,,,,,,
0.110628287,3,1,,,,,,,,
0.071332595,3,1,,,,,,,,
0.082822086,3,1,,,,,,,,
0.098936565,3,1,,,,,,,,
0.108265355,3,1,,,,,,,,
0.123637845,3,1,,,,,,,,
0.072930194,3,1,,,,,,,,
0.069065895,3,1,,,,,,,,
0.079058568,3,1,,,,,,,,
0.07659821,3,1,,,,,,,,
0.072375027,3,1,,,,,,,,
0.069196339,3,1,,,,,,,,
0.164422949,3,1,,,,,,,,
0.10042735,3,1,,,,,,,,
0.14576476,3,1,,,,,,,,
0.075339365,3,1,,,,,,,,
0.135352818,3,1,,,,,,,,
0.071662778,3,1,,,,,,,,
0.116360181,3,1,,,,,,,,
0.09289251,3,1,,,,,,,,
0.096786562,3,1,,,,,,,,
0.077945925,3,1,,,,,,,,
0.078161202,3,1,,,,,,,,
0.108623966,3,1,,,,,,,,
0.12957729,3,1,,,,,,,,
0.122223803,3,1,,,,,,,,
0.150978325,3,1,,,,,,,,
0.106886299,3,1,,,,,,,,
0.104400587,3,1,,,,,,,,
0.07658638,3,1,,,,,,,,
0.100612397,3,1,,,,,,,,
0.108652272,3,1,,,,,,,,
0.057488944,3,1,,,,,,,,
0.082446573,3,1,,,,,,,,
0.120107056,3,1,,,,,,,,
0.073894229,3,1,,,,,,,,
0.085703476,3,1,,,,,,,,
0.111506082,3,1,,,,,,,,
0.131825855,3,1,,,,,,,,
0.096231657,3,1,,,,,,,,
0.125769361,3,1,,,,,,,,
0.081753337,3,1,,,,,,,,
0.098312543,3,1,,,,,,,,
0.10503273,3,1,,,,,,,,
0.125257569,3,1,,,,,,,,
0.098536846,3,1,,,,,,,,
0.100692775,3,1,,,,,,,,
0.144799315,3,1,,,,,,,,
0.094182895,3,1,,,,,,,,
0.085753729,3,1,,,,,,,,
0.114419153,3,1,,,,,,,,
0.082940059,3,1,,,,,,,,
0.132787604,3,1,,,,,,,,
0.090472939,3,1,,,,,,,,
0.090504418,3,1,,,,,,,,
0.107393654,3,1,,,,,,,,
0.10282047,3,1,,,,,,,,
0.125943619,3,1,,,,,,,,
0.10743517,3,1,,,,,,,,
0.103949149,3,1,,,,,,,,
0.129841664,3,1,,,,,,,,
0.123343213,3,1,,,,,,,,
0.112575882,3,1,,,,,,,,
0.14986498,3,1,,,,,,,,
0.069241634,3,1,,,,,,,,
0.071954842,3,1,,,,,,,,
0.107990421,3,1,,,,,,,,
0.086861976,3,1,,,,,,,,
0.123438891,3,1,,,,,,,,
0.082186512,3,1,,,,,,,,
0.124986665,3,1,,,,,,,,
0.086357209,3,1,,,,,,,,
0.067132562,3,1,,,,,,,,
0.086519865,3,1,,,,,,,,
0.071935298,3,1,,,,,,,,
0.067653544,3,1,,,,,,,,
0.070643233,3,1,,,,,,,,
0.107176936,3,1,,,,,,,,
0.081872558,3,1,,,,,,,,
0.089856463,3,1,,,,,,,,
0.073478483,3,1,,,,,,,,
0.088282313,3,1,,,,,,,,
0.091804505,3,1,,,,,,,,
0.074031198,3,1,,,,,,,,
0.091079563,3,1,,,,,,,,
0.072350667,3,1,,,,,,,,
0.102228927,3,1,,,,,,,,
0.103496097,3,1,,,,,,,,
0.095905735,3,1,,,,,,,,
0.09427806,3,1,,,,,,,,
0.138579589,3,1,,,,,,,,
0.160194538,3,1,,,,,,,,
0.116416961,3,1,,,,,,,,
0.116973488,3,1,,,,,,,,
0.120961289,3,1,,,,,,,,
0.081364979,3,1,,,,,,,,
0.097701272,3,1,,,,,,,,
0.119267907,3,1,,,,,,,,
0.090898079,3,1,,,,,,,,
0.106106613,3,1,,,,,,,,
0.126875968,3,1,,,,,,,,
0.129318233,3,1,,,,,,,,
0.128862154,3,1,,,,,,,,
0.088641281,3,1,,,,,,,,
0.082655067,3,1,,,,,,,,
0.083838626,3,1,,,,,,,,
0.068356073,3,1,,,,,,,,
0.114637416,3,1,,,,,,,,
0.126417864,3,1,,,,,,,,
0.09616616,3,1,,,,,,,,
0.164543665,3,1,,,,,,,,
0.116559059,3,1,,,,,,,,
0.07147422,3,1,,,,,,,,
0.057419862,3,1,,,,,,,,
0.143813474,3,1,,,,,,,,
0.075671371,3,1,,,,,,,,
0.078803849,3,1,,,,,,,,
0.161886969,3,1,,,,,,,,
0.070865023,3,1,,,,,,,,
0.078142378,3,1,,,,,,,,
0.1022049,3,1,,,,,,,,
0.108740507,3,1,,,,,,,,
0.075690624,3,1,,,,,,,,
0.088335629,3,1,,,,,,,,
0.088315959,3,1,,,,,,,,
0.108778418,3,1,,,,,,,,
0.0886143,3,1,,,,,,,,
0.138395728,3,1,,,,,,,,
0.094474412,3,1,,,,,,,,
0.072656462,3,1,,,,,,,,
0.136638448,3,1,,,,,,,,
0.073634294,3,1,,,,,,,,
0.112249482,3,1,,,,,,,,
0.120342088,3,1,,,,,,,,
0.081550583,3,1,,,,,,,,
0.069163638,3,1,,,,,,,,
0.096624464,3,1,,,,,,,,
0.092022563,3,1,,,,,,,,
0.075035076,3,1,,,,,,,,
0.106641574,3,1,,,,,,,,
0.080635169,3,1,,,,,,,,
0.069102354,3,1,,,,,,,,
0.094166818,3,1,,,,,,,,
0.083026128,3,1,,,,,,,,
0.137713838,3,1,,,,,,,,
0.085937384,3,1,,,,,,,,
0.079180711,3,1,,,,,,,,
0.121729145,3,1,,,,,,,,
0.111241441,3,1,,,,,,,,
0.090599802,3,1,,,,,,,,
0.085767209,3,1,,,,,,,,
0.08085666,3,1,,,,,,,,
0.114762782,3,1,,,,,,,,
0.107655646,3,1,,,,,,,,
0.097681825,3,1,,,,,,,,
0.052664926,3,1,,,,,,,,
0.082176808,3,1,,,,,,,,
0.112904558,3,1,,,,,,,,
0.117579956,3,1,,,,,,,,
0.085295793,3,1,,,,,,,,
0.129319374,3,1,,,,,,,,
0.081959603,3,1,,,,,,,,
0.100754606,3,1,,,,,,,,
0.073178542,3,1,,,,,,,,
0.108576533,3,1,,,,,,,,
0.068854119,3,1,,,,,,,,
0.13016653,3,1,,,,,,,,
0.061810792,3,1,,,,,,,,
0.093777712,3,1,,,,,,,,
0.118915384,3,1,,,,,,,,
0.06914985,3,1,,,,,,,,
0.086012059,3,1,,,,,,,,
0.104340637,3,1,,,,,,,,
0.056717427,3,1,,,,,,,,
0.083119784,3,1,,,,,,,,
0.058152865,3,1,,,,,,,,
0.084929708,3,1,,,,,,,,
0.136598729,3,1,,,,,,,,
0.070495595,3,1,,,,,,,,
0.076552418,3,1,,,,,,,,
0.075059335,3,1,,,,,,,,
0.088599947,3,1,,,,,,,,
0.080666568,3,1,,,,,,,,
0.07996807,3,1,,,,,,,,
0.088926293,3,1,,,,,,,,
0.119908401,3,1,,,,,,,,
0.095989095,3,1,,,,,,,,
0.097618382,3,1,,,,,,,,
0.087965957,3,1,,,,,,,,
0.113148327,3,1,,,,,,,,
0.108154948,3,1,,,,,,,,
0.087007551,3,1,,,,,,,,
0.074996819,3,1,,,,,,,,
0.124537139,3,1,,,,,,,,
0.25004837,3,1,,,,,,,,
0.120646912,3,1,,,,,,,,
0.09366511,3,1,,,,,,,,
0.140021548,3,1,,,,,,,,
0.093351874,3,1,,,,,,,,
0.079714913,3,1,,,,,,,,
0.085850052,3,1,,,,,,,,
0.146985053,3,1,,,,,,,,
0.062413378,3,1,,,,,,,,
0.153377084,3,1,,,,,,,,
0.128565128,3,1,,,,,,,,
0.086092353,3,1,,,,,,,,
0.167095375,3,1,,,,,,,,
0.07814386,3,1,,,,,,,,
0.141081054,3,1,,,,,,,,
0.095244578,3,1,,,,,,,,
0.094730741,3,1,,,,,,,,
0.107889017,3,1,,,,,,,,
0.230969181,3,1,,,,,,,,
0.074068544,3,1,,,,,,,,
0.077257952,3,1,,,,,,,,
0.099592953,3,1,,,,,,,,
0.101255208,3,1,,,,,,,,
0.086313997,3,1,,,,,,,,
0.080251672,3,1,,,,,,,,
0.120335261,3,1,,,,,,,,
0.11045469,3,1,,,,,,,,
0.135274904,3,1,,,,,,,,
0.072076321,3,1,,,,,,,,
0.086598532,3,1,,,,,,,,
0.077325697,3,1,,,,,,,,
0.093182229,3,1,,,,,,,,
0.092414471,3,1,,,,,,,,
0.096953618,3,1,,,,,,,,
0.089487818,3,1,,,,,,,,
0.131882778,3,1,,,,,,,,
0.076375085,3,1,,,,,,,,
0.117538701,3,1,,,,,,,,
0.067839694,3,1,,,,,,,,
0.113125172,3,1,,,,,,,,
0.135335635,3,1,,,,,,,,
0.095201337,3,1,,,,,,,,
0.134861502,3,1,,,,,,,,
0.085423906,3,1,,,,,,,,
0.079455763,3,1,,,,,,,,
0.089123003,3,1,,,,,,,,
0.104192458,3,1,,,,,,,,
0.094972581,3,1,,,,,,,,
0.115462971,3,1,,,,,,,,
0.085011086,3,1,,,,,,,,
0.116470889,3,1,,,,,,,,
0.083659936,3,1,,,,,,,,
0.131542005,3,1,,,,,,,,
0.089766884,3,1,,,,,,,,
0.093995797,3,1,,,,,,,,
0.071940226,3,1,,,,,,,,
0.122047228,3,1,,,,,,,,
0.117259798,3,1,,,,,,,,
0.123828191,3,1,,,,,,,,
0.123572147,3,1,,,,,,,,
0.106885754,3,1,,,,,,,,
0.112541756,3,1,,,,,,,,
0.117925032,3,1,,,,,,,,
0.114985709,3,1,,,,,,,,
0.146612239,3,1,,,,,,,,
0.08709084,3,1,,,,,,,,
0.128361665,3,1,,,,,,,,
0.068933535,3,1,,,,,,,,
0.081369962,3,1,,,,,,,,
0.086761091,3,1,,,,,,,,
0.106138421,3,1,,,,,,,,
0.101290647,3,1,,,,,,,,
0.091886968,3,1,,,,,,,,
0.118796299,3,1,,,,,,,,
0.108469683,3,1,,,,,,,,
0.069478469,3,1,,,,,,,,
0.083780751,3,1,,,,,,,,
0.085365876,3,1,,,,,,,,
0.079659976,3,1,,,,,,,,
0.078982543,3,1,,,,,,,,
0.089829365,3,1,,,,,,,,
0.087628024,3,1,,,,,,,,
0.113668151,3,1,,,,,,,,
0.127193817,3,1,,,,,,,,
0.083800601,3,1,,,,,,,,
0.092463191,3,1,,,,,,,,
0.135861417,3,1,,,,,,,,
0.168029051,3,1,,,,,,,,
0.066740724,3,1,,,,,,,,
0.072356488,3,1,,,,,,,,
0.096668594,3,1,,,,,,,,
0.114326152,3,1,,,,,,,,
0.106077315,3,1,,,,,,,,
0.128761173,3,1,,,,,,,,
0.102803225,3,1,,,,,,,,
0.103189187,3,1,,,,,,,,
0.133107551,3,1,,,,,,,,
0.109804091,3,1,,,,,,,,
0.089283488,3,1,,,,,,,,
0.071240124,3,1,,,,,,,,
0.084505386,3,1,,,,,,,,
0.121502062,3,1,,,,,,,,
0.101176497,3,1,,,,,,,,
0.083839125,3,1,,,,,,,,
0.088355195,3,1,,,,,,,,
0.078015655,3,1,,,,,,,,
0.089163362,3,1,,,,,,,,
0.097363861,3,1,,,,,,,,
0.090980847,3,1,,,,,,,,
0.070666191,3,1,,,,,,,,
0.111204866,3,1,,,,,,,,
0.098813928,3,1,,,,,,,,
0.174914337,3,1,,,,,,,,
0.142027216,3,1,,,,,,,,
0.099819319,3,1,,,,,,,,
0.107984211,3,1,,,,,,,,
0.110815562,3,1,,,,,,,,
0.099238197,3,1,,,,,,,,
0.083856018,3,1,,,,,,,,
0.107227823,3,1,,,,,,,,
0.075642168,3,1,,,,,,,,
0.074107976,3,1,,,,,,,,
0.118120845,3,1,,,,,,,,
0.079568445,3,1,,,,,,,,
0.101557487,3,1,,,,,,,,
0.089652601,3,1,,,,,,,,
0.072945995,3,1,,,,,,,,
0.082089585,3,1,,,,,,,,
0.073431601,3,1,,,,,,,,
0.14215067,3,1,,,,,,,,
0.137146905,3,1,,,,,,,,
0.100552433,3,1,,,,,,,,
0.135067635,3,1,,,,,,,,
0.10717184,3,1,,,,,,,,
0.119038634,3,1,,,,,,,,
0.107168791,3,1,,,,,,,,
0.099077373,3,1,,,,,,,,
0.121674188,3,1,,,,,,,,
0.09672887,3,1,,,,,,,,
0.087282433,3,1,,,,,,,,
0.093686621,3,1,,,,,,,,
0.100203007,3,1,,,,,,,,
0.084960643,3,1,,,,,,,,
0.084544697,3,1,,,,,,,,
0.088640508,3,1,,,,,,,,
0.115663783,3,1,,,,,,,,
0.151318945,3,1,,,,,,,,
0.112791722,3,1,,,,,,,,
0.095693602,3,1,,,,,,,,
0.093674742,3,1,,,,,,,,
0.095966429,3,1,,,,,,,,
0.100714191,3,1,,,,,,,,
0.108768529,3,1,,,,,,,,
0.1529814,3,1,,,,,,,,
0.141304343,3,1,,,,,,,,
0.096499387,3,1,,,,,,,,
0.136116824,3,1,,,,,,,,
0.095114984,3,1,,,,,,,,
0.145802004,3,1,,,,,,,,
0.163136768,3,1,,,,,,,,
0.140497118,3,1,,,,,,,,
0.14555291,3,1,,,,,,,,
0.13870563,3,1,,,,,,,,
0.072200055,3,1,,,,,,,,
0.090174385,3,1,,,,,,,,
0.092514748,3,1,,,,,,,,
0.132910936,3,1,,,,,,,,
0.0864809,3,1,,,,,,,,
0.064803126,3,1,,,,,,,,
0.083513179,3,1,,,,,,,,
0.125806786,3,1,,,,,,,,
0.08028446,3,1,,,,,,,,
0.071913432,3,1,,,,,,,,
0.072425873,3,1,,,,,,,,
0.066131898,3,1,,,,,,,,
0.09776135,3,1,,,,,,,,
0.06539216,3,1,,,,,,,,
0.081499201,3,1,,,,,,,,
0.064573806,3,1,,,,,,,,
0.072703438,3,1,,,,,,,,
0.121510588,3,1,,,,,,,,
0.095104361,3,1,,,,,,,,
0.083463007,3,1,,,,,,,,
0.101543076,3,1,,,,,,,,
0.131161492,3,1,,,,,,,,
0.08737576,3,1,,,,,,,,
0.06894212,3,1,,,,,,,,
0.070488511,3,1,,,,,,,,
0.078873301,3,1,,,,,,,,
0.138948789,3,1,,,,,,,,
0.098656055,3,1,,,,,,,,
0.122907886,3,1,,,,,,,,
0.103099576,3,1,,,,,,,,
0.101659592,3,1,,,,,,,,
0.09719133,3,1,,,,,,,,
0.131605431,3,1,,,,,,,,
0.080345246,3,1,,,,,,,,
0.074694182,3,1,,,,,,,,
0.171600424,3,1,,,,,,,,
0.113359538,3,1,,,,,,,,
0.080393386,3,1,,,,,,,,
0.085095809,3,1,,,,,,,,
0.112427635,3,1,,,,,,,,
0.109238952,3,1,,,,,,,,
0.088819072,3,1,,,,,,,,
0.07516543,3,1,,,,,,,,
0.092151571,3,1,,,,,,,,
0.098656359,3,1,,,,,,,,
0.107290048,3,1,,,,,,,,
0.09529837,3,1,,,,,,,,
0.058679952,3,1,,,,,,,,
0.075469309,3,1,,,,,,,,
0.11543852,3,1,,,,,,,,
0.087189564,3,1,,,,,,,,
0.108423685,3,1,,,,,,,,
0.138658286,3,1,,,,,,,,
0.093715395,3,1,,,,,,,,
0.066065457,3,1,,,,,,,,
0.129469787,3,1,,,,,,,,
0.131387386,3,1,,,,,,,,
0.090084617,3,1,,,,,,,,
0.086092342,3,1,,,,,,,,
0.14004492,3,1,,,,,,,,
0.076180633,3,1,,,,,,,,
0.120836735,3,1,,,,,,,,
0.265711991,3,1,,,,,,,,
0.097481685,3,1,,,,,,,,
0.099965208,3,1,,,,,,,,
0.108010247,3,1,,,,,,,,
0.097596234,3,1,,,,,,,,
0.073643079,3,1,,,,,,,,
0.102208495,3,1,,,,,,,,
0.10792714,3,1,,,,,,,,
0.124300553,3,1,,,,,,,,
0.185674954,3,1,,,,,,,,
0.102148727,3,1,,,,,,,,
0.104909424,3,1,,,,,,,,
0.095440078,3,1,,,,,,,,
0.081981181,3,1,,,,,,,,
0.082848549,3,1,,,,,,,,
0.109315262,3,1,,,,,,,,
0.098535497,3,1,,,,,,,,
0.169813498,3,1,,,,,,,,
0.077722834,3,1,,,,,,,,
0.088207259,3,1,,,,,,,,
0.067348061,3,1,,,,,,,,
0.070929967,3,1,,,,,,,,
0.090239711,3,1,,,,,,,,
0.070852044,3,1,,,,,,,,
0.096661473,3,1,,,,,,,,
0.06987861,3,1,,,,,,,,
0.079107991,3,1,,,,,,,,
0.150162624,3,1,,,,,,,,
0.096472908,3,1,,,,,,,,
0.106033593,3,1,,,,,,,,
0.095350222,3,1,,,,,,,,
0.09574927,3,1,,,,,,,,
0.109753619,3,1,,,,,,,,
0.080883858,3,1,,,,,,,,
0.089378083,3,1,,,,,,,,
0.122483467,3,1,,,,,,,,
0.088419367,3,1,,,,,,,,
0.081110339,3,1,,,,,,,,
0.108968073,3,1,,,,,,,,
0.107290847,3,1,,,,,,,,
0.092347711,3,1,,,,,,,,
